of 	382 158 393 168
the 	395 158 412 168
person 	415 158 452 168
whose 	455 158 490 169
name 	493 158 522 169
is 	525 158 534 169
entered 	538 158 577 169
on 	581 158 593 169
line 	595 158 616 169
1. 	619 158 627 169
Check 	631 158 666 169
only 	669 158 690 169
one 	694 158 714 169
of 	718 158 728 169
the	731 158 748 169
following 	110 166 158 175
seven 	162 166 192 175
boxes	195 166 229 175
.	229 166 233 175
☐	104 184 118 194
Individual	126 187 177 197
/	177 187 183 197
sole 	181 187 207 197
proprietor 	206 187 258 197
or	261 187 273 197
☐	295 184 309 194
☑ 	415 184 430 194
C 	317 188 329 196
Corporation 	328 187 395 196
S 	436 189 446 197
Corporation	446 189 511 197
4 	764 158 772 169
Exemptions 	776 158 839 169
(	843 158 846 169
codes 	846 158 878 170
apply 	881 159 910 170
only 	914 159 935 170
to	938 159 949 170
certain 	763 170 801 178
entities	802 170 842 178
, 	841 171 844 178
not 	847 171 864 178
individuals	867 170 923 179
; 	923 171 926 179
see	929 171 948 179
instructions 	762 179 826 189
on 	828 180 841 189
page 	844 180 872 189
3	873 180 882 189
)	879 180 884 189
:	883 180 889 189
☐ 	537 185 551 195
Partnership	558 189 622 198
☐	659 186 673 196
Trust	677 190 710 197
/	703 190 711 197
estate	710 190 743 197
single	125 197 164 206
-	157 197 162 206
member 	161 197 207 206
LLC	208 197 231 206
Exempt 	760 203 803 213
payee 	805 203 837 213
code 	839 203 865 213
(	866 204 872 213
if 	870 204 878 213
any	879 204 899 213
)	895 204 901 213
☐	104 213 118 223
S	710 218 720 225
☐	102 270 117 280
Limited 	125 216 167 225
liability 	166 216 206 225
company	208 216 258 226
. 	257 216 259 226
Enter 	262 216 292 226
the 	294 216 311 226
tax 	314 216 331 226
classification 	333 216 401 226
(	404 216 409 226
C	408 216 417 226
=	417 216 422 226
C 	423 216 432 226
corporation	435 216 494 227
, 	496 217 498 226
S	501 217 509 226
=	510 217 516 226
S 	516 217 525 226
corporation	528 217 588 227
, 	588 217 591 227
P	595 217 603 227
=	602 217 608 227
Partnership	610 217 669 227
)	669 217 673 227
Note	125 229 154 240
: 	152 229 156 240
Check 	160 229 194 240
the 	197 229 214 240
appropriate 	217 229 278 240
box 	281 229 301 241
in 	304 229 313 241
the 	316 229 333 241
line 	334 229 354 241
above 	358 229 390 241
for 	393 229 408 241
the 	410 229 427 241
tax 	430 229 447 241
classification 	450 229 517 241
of 	521 229 531 241
the 	534 229 552 241
single	554 229 585 241
-	584 229 588 241
member 	590 230 633 242
owner	636 230 669 242
. 	669 230 672 242
Do 	676 230 694 242
not 	696 230 714 242
check	716 230 749 242
LLC 	125 239 148 248
if 	152 239 158 248
the 	161 239 177 248
LLC 	181 239 203 248
is 	205 239 214 248
classified 	217 239 265 248
as 	269 239 281 248
a 	284 239 291 248
single	294 239 325 248
-	325 239 329 248
member 	330 239 374 249
LLC 	377 239 398 249
that 	401 239 421 249
is 	425 239 433 249
disregarded 	436 239 499 249
from 	502 239 526 249
the 	530 239 547 249
owner 	550 240 582 249
unless 	586 240 619 249
the 	622 240 639 249
owner 	643 240 675 249
of 	679 240 689 249
the 	691 240 708 249
LLC 	712 240 734 249
is	737 240 746 249
another 	126 248 167 258
LLC 	170 248 191 258
that 	195 248 215 258
is 	218 248 227 258
not 	230 248 248 258
disregarded 	251 248 314 258
from 	317 249 342 258
the 	345 249 362 258
owner 	365 249 398 258
for 	400 249 414 258
U.S. 	418 249 440 259
federal 	443 249 478 259
tax 	483 249 499 259
purposes	502 249 552 259
. 	552 249 555 259
Otherwise	557 249 612 259
, 	612 250 615 259
a 	617 250 624 259
single	627 250 658 259
-	659 250 662 259
member 	663 250 706 259
LLC 	709 250 731 259
that	734 250 754 260
is 	126 258 142 267
disregarded 	136 258 201 267
from 	204 258 229 267
the 	232 258 248 267
owner 	252 258 285 267
should 	287 258 323 267
check 	325 258 358 267
the 	360 258 377 267
appropriate 	380 258 441 267
box 	443 258 465 267
for 	467 258 482 267
the 	484 258 502 267
tax 	504 258 521 267
classification 	524 258 591 267
of 	595 258 606 268
its 	609 259 620 268
owner	624 259 657 268
.	657 259 660 268
Other 	124 271 156 280
(	157 271 162 280
see 	162 271 182 280
instructions	183 271 245 280
) 	244 271 248 280
►	250 271 259 280
5 	95 283 106 292
Address 	107 283 154 292
(	155 283 160 292
number	160 283 200 292
, 	201 283 202 292
street	206 283 236 292
, 	237 283 239 292
and 	243 283 262 292
apt	265 283 283 292
. 	284 283 286 292
or 	289 283 300 292
suite 	303 283 328 292
no	331 283 345 292
.	345 283 347 292
) 	347 283 350 292
See 	354 283 375 292
instructions	378 283 439 292
.	439 283 443 292
1a 	95 299 112 310
Mennie 	115 299 168 310
House	173 299 218 310
, 	219 299 223 310
The 	227 299 254 310
Royal 	259 299 298 310
Herbert 	303 299 356 311
Pavilions	362 299 427 311
6 	95 312 105 320
City	108 312 131 320
, 	130 312 133 320
state	137 312 163 320
, 	164 312 165 320
and 	168 312 189 320
ZIP 	192 312 210 320
code	213 312 242 320
Gilbert 	94 327 143 338
Close	148 327 189 338
, 	189 327 192 338
London	198 327 252 338
, 	253 328 256 338
SE18 	261 328 298 338
4PR	302 328 332 338
7 	93 340 103 350
List 	107 340 127 350
account 	129 340 172 350
number	176 340 216 350
(	215 340 219 350
s	218 340 226 350
) 	224 340 227 350
here 	231 340 255 350
(	256 340 262 350
optional	259 340 302 350
)	300 340 306 350
Part 	60 370 98 378
I	99 370 103 378
Taxpayer 	145 370 218 382
Identification 	224 370 327 382
Number 	334 370 397 382
(	402 370 407 382
TIN	406 370 433 382
)	434 370 439 382
017118085812EUR	458 358 591 367
Exemption 	762 230 818 242
from 	822 230 845 242
FATCA 	851 230 887 242
reporting	890 230 936 242
code 	761 246 794 255
(	791 246 797 255
if 	794 246 806 255
any	803 246 826 255
)	820 246 828 255
(	759 274 772 282
Applies 	760 274 792 282
to 	792 274 802 282
accounts 	803 274 838 282
maintained 	841 274 882 282
outside 	883 274 912 282
the 	913 274 926 282
U.S.	927 274 944 282
)	942 274 947 282
Requester's 	652 286 717 296
name 	719 286 748 296
and 	751 286 772 296
address 	774 286 816 296
(	817 286 824 296
optional	823 286 863 296
)	864 286 868 296
Enter 	51 385 85 396
your 	87 385 114 396
TIN 	117 385 138 396
in 	142 385 153 396
the 	157 385 176 396
appropriate 	180 385 248 396
box	253 385 276 396
. 	276 385 279 396
The 	281 385 305 396
TIN 	308 385 328 396
provided 	333 385 386 396
must 	391 385 419 396
match 	424 385 461 396
the 	464 385 483 396
name 	488 385 521 396
given 	525 385 556 396
on 	561 385 575 396
line 	578 385 600 396
1 	605 385 610 396
to 	615 385 627 396
avoid	631 385 663 396
backup 	53 395 98 406
withholding	101 395 170 406
. 	171 395 174 406
For 	179 395 198 406
individuals	202 395 265 407
, 	265 396 268 407
this 	272 396 293 407
is 	298 396 306 407
generally 	311 396 365 407
your 	368 396 395 407
social 	399 396 431 407
security 	437 396 484 407
number 	488 396 534 407
(	537 396 543 407
SSN	541 396 567 407
)	568 396 571 407
. 	572 396 575 407
However	580 396 632 408
, 	632 397 635 408
for 	640 397 656 408
a	659 397 667 408
resident 	52 406 100 417
alien	104 406 132 417
, 	133 406 135 417
sole 	140 406 164 417
proprietor	168 406 227 417
, 	228 406 230 417
or 	235 406 247 417
disregarded 	250 406 323 417
entity	326 407 359 417
, 	359 407 362 417
see 	367 407 387 417
the 	391 407 411 417
instructions 	414 407 483 417
for 	488 407 503 417
Part 	507 407 531 417
I	535 407 538 417
, 	540 407 543 417
later	547 407 573 417
. 	574 407 576 417
For 	581 407 600 418
other	604 407 635 418
entities	51 417 96 428
, 	95 417 98 428
it 	104 417 110 428
is 	114 417 124 428
your 	126 417 154 428
employer 	158 417 213 428
identification 	218 417 292 428
number 	298 417 343 428
(	347 417 350 428
EIN	350 417 370 428
)	371 417 375 428
. 	376 417 378 428
If 	383 417 390 428
you 	393 417 415 428
do 	419 417 434 428
not 	439 417 458 428
have 	462 417 490 428
a 	494 417 502 428
number	506 417 552 429
, 	552 418 554 429
see 	559 418 580 429
How 	584 418 612 429
to 	616 418 627 429
get 	630 418 650 429
a	653 418 660 429
TIN	51 427 73 435
, 	70 427 76 435
later	79 427 107 435
.	108 427 111 435
Social 	698 387 734 395
security 	738 387 782 395
number	786 387 829 395
or	691 433 709 439
Note	50 441 83 451
: 	82 441 86 451
If 	90 441 98 451
the 	101 441 120 451
account 	123 441 173 451
is 	176 441 186 451
in 	190 441 200 451
more 	204 441 234 451
than 	239 441 265 451
one 	268 441 291 451
name	295 441 328 451
, 	328 441 330 451
see 	335 441 356 451
the 	360 441 379 451
instructions 	383 442 452 452
for 	456 442 472 452
line 	475 442 496 452
1. 	502 442 511 452
Also 	515 442 541 452
see 	545 442 566 452
What 	571 442 601 452
Name 	605 442 639 452
and	644 442 667 452
Number 	49 453 101 462
To 	103 453 119 462
Give 	121 453 150 462
the 	154 453 173 462
Requester 	177 453 239 463
for 	242 453 258 463
guidelines 	261 453 322 463
on 	326 453 340 463
whose 	344 453 384 463
number 	389 453 434 463
to 	437 453 449 463
enter	452 453 484 463
.	484 453 487 463
Employer 	697 444 753 452
identification 	756 444 828 452
number	832 444 875 452
58	699 468 735 476
0266786	769 468 928 477
Part 	56 484 96 492
II	96 484 105 492
Certification	145 484 242 493
Under 	50 499 89 509
penalties 	92 499 147 509
of 	150 499 163 509
perjury	165 499 208 509
, 	207 499 210 509
I 	214 499 218 509
certify 	221 499 258 509
that	261 499 285 509
:	284 499 288 509
1. 	51 514 62 525
The 	65 514 89 525
number 	93 514 139 525
shown 	143 514 182 525
on 	186 514 200 525
this 	204 514 226 525
form 	229 514 256 525
is 	262 514 270 525
my 	276 514 294 525
correct 	296 514 339 525
taxpayer 	342 514 395 525
identification 	399 514 474 525
number 	479 514 525 525
(	528 514 531 525
or 	532 514 544 525
I 	548 514 550 525
am 	555 514 574 525
waiting 	577 514 619 525
for 	624 514 640 525
a 	644 514 651 525
number 	656 514 701 525
to 	705 514 715 525
be 	720 514 735 525
issued 	740 514 778 525
to 	782 514 793 525
me	798 514 816 525
)	816 514 820 525
; 	820 514 822 525
and	827 514 849 526
2. 	49 525 63 537
I 	65 525 69 537
am 	73 525 92 537
not 	96 525 116 537
subject 	118 525 162 537
to 	167 525 179 537
backup 	183 525 227 537
withholding 	231 525 299 537
because	304 525 354 537
: 	351 525 356 537
(	362 525 366 537
a	365 525 373 537
) 	372 525 375 537
I 	381 525 383 537
am 	387 525 406 537
exempt 	410 525 454 537
from 	458 525 485 537
backup 	490 525 534 537
withholding	538 525 606 537
, 	607 525 610 537
or 	615 525 627 537
(	630 525 635 537
b	634 525 642 537
) 	642 525 646 537
I 	650 525 653 537
have 	657 525 685 537
not 	690 525 708 537
been 	713 525 741 537
notified 	747 525 790 537
by 	794 525 809 537
the 	812 525 831 537
Internal 	836 525 879 537
Revenue	884 525 936 538
Service 	66 536 111 547
(	114 536 117 547
IRS	119 536 139 547
) 	139 536 142 547
that 	147 536 170 547
I 	174 536 176 547
am 	182 536 199 547
subject 	204 536 246 547
to 	251 536 262 547
backup 	267 536 311 547
withholding 	315 536 384 547
as 	387 536 402 547
a 	405 536 413 547
result 	417 536 449 547
of 	453 536 465 548
a 	468 536 476 548
failure 	479 536 515 548
to 	520 536 531 548
report 	535 536 571 548
all 	575 536 588 548
interest 	592 536 637 548
or 	640 536 653 548
dividends	656 536 714 548
, 	715 536 717 548
or 	722 536 734 548
(	737 536 742 548
c	741 536 748 548
) 	748 536 751 548
the 	755 536 774 548
IRS 	779 536 799 548
has 	804 536 824 548
notified 	829 537 872 548
me 	878 537 895 548
that 	899 537 922 548
I 	926 537 928 548
am	933 537 951 548
no 	67 546 81 557
longer 	86 546 123 557
subject 	126 546 170 557
to 	174 546 186 557
backup 	190 546 234 557
withholding	238 546 307 557
; 	308 546 310 557
and	314 546 337 557
3. 	49 562 61 572
I 	66 562 69 572
am 	73 562 92 572
a 	95 562 103 572
U.S. 	106 562 132 572
citizen 	136 562 174 572
or 	179 562 190 572
other 	195 562 226 572
U.S. 	229 562 254 572
person 	259 562 299 572
(	302 562 307 572
defined 	308 562 352 572
below	356 562 392 572
)	390 562 395 572
; 	396 562 398 572
and	403 562 425 572
4. 	49 576 61 586
The 	65 576 88 586
FATCA 	93 576 135 586
code	138 576 168 586
(	168 576 172 586
s	171 576 179 586
) 	177 576 181 586
entered 	186 576 231 586
on 	235 576 250 587
this 	254 576 275 587
form 	279 576 306 587
(	310 576 314 587
if 	314 576 322 587
any	325 576 346 587
) 	345 576 349 587
indicating 	353 576 411 587
that 	415 576 438 587
I 	441 577 444 587
am 	449 577 468 587
exempt 	471 577 516 587
from 	520 577 547 587
FATCA 	553 577 594 587
reporting 	599 577 652 588
is 	656 577 666 588
correct	669 577 712 588
.	712 577 716 588
Certification 	51 591 125 601
instructions	130 591 202 601
. 	202 591 205 601
You 	208 591 231 601
must 	235 591 263 602
cross 	267 591 297 602
out 	302 591 320 602
item 	323 591 347 602
2 	351 591 359 602
above 	361 591 396 602
if 	400 591 408 602
you 	410 591 431 602
have 	435 591 462 602
been 	465 591 494 602
notified 	497 591 540 602
by 	543 591 558 602
the 	560 591 579 602
IRS 	583 591 603 602
that 	606 591 628 602
you 	631 592 652 603
are 	656 592 674 603
currently 	678 592 728 603
subject 	731 592 772 603
to 	776 592 787 603
backup 	791 592 834 603
withholding 	837 592 903 603
because	906 592 955 603
you 	49 601 71 612
have 	74 601 102 612
failed 	105 601 136 612
to 	140 601 152 612
report 	155 601 189 612
all 	192 601 205 612
interest 	209 601 251 613
and 	255 601 276 613
dividends 	280 601 334 613
on 	339 601 352 613
your 	355 601 381 613
tax 	385 601 402 613
return	406 601 439 613
. 	440 601 443 613
For 	446 601 465 613
real 	469 601 489 613
estate 	494 601 528 613
transactions	531 601 602 613
, 	602 601 604 613
item 	609 601 633 614
2 	638 602 644 614
does 	647 602 676 614
not 	679 602 698 614
apply	701 602 734 614
. 	733 602 737 614
For 	740 602 759 614
mortgage 	762 602 816 614
interest 	819 602 862 614
paid	866 602 892 614
,	889 602 895 614
acquisition 	51 612 111 623
or 	117 612 127 623
abandonment 	131 612 210 623
of 	214 612 226 623
secured 	229 612 273 624
property	277 612 326 624
, 	324 612 328 624
cancellation 	333 612 401 624
of 	405 612 416 624
debt	419 612 446 624
, 	446 612 448 624
contributions 	453 612 527 624
to 	530 612 542 624
an 	546 612 559 624
individual 	563 612 617 625
retirement 	622 613 678 625
arrangement 	682 613 754 625
(	758 613 762 625
IRA	761 613 782 625
)	781 613 784 625
, 	785 613 788 625
and 	792 613 813 625
generally	817 613 868 625
, 	867 613 870 625
payments	875 613 932 625
other 	50 622 81 632
than 	83 622 109 632
interest 	112 622 155 632
and 	158 622 180 632
dividends	183 622 238 633
, 	239 622 241 633
you 	245 622 266 633
are 	270 622 287 633
not 	292 622 309 633
required 	314 623 360 633
to 	364 623 375 633
sign 	378 623 402 633
the 	406 623 424 633
certification	428 623 493 634
, 	494 623 497 633
but 	500 623 519 633
you 	522 623 543 633
must 	547 623 577 634
provide 	580 624 622 634
your 	625 624 651 634
correct 	654 624 695 634
TIN	697 624 718 634
. 	719 624 720 634
See 	725 624 747 634
the 	751 624 769 634
instructions 	772 624 838 635
for 	842 625 857 635
Part 	860 625 883 635
II	887 625 894 635
, 	895 625 897 635
later	901 625 926 635
.	928 625 930 635
Signature 	118 645 175 654
of	177 646 190 654
Sign	48 640 86 651
Here	48 652 89 661
Sis	117 644 140 667
. 	138 644 144 667
person 	146 644 187 667
4D 	208 644 237 667
pha 	239 644 280 668
PLC	326 645 384 668
General 	50 675 136 689
Instructions	146 675 277 690
Section 	49 697 95 706
references 	100 697 162 706
are 	166 697 185 706
to 	188 697 201 706
the 	204 697 223 706
Internal 	227 697 271 706
Revenue 	276 697 327 706
Code 	330 698 364 706
unless 	368 698 406 706
otherwise	411 698 468 706
noted	48 708 86 715
.	84 708 89 715
Future 	49 722 93 732
developments	94 722 185 732
. 	186 722 189 732
For 	193 722 212 732
the 	216 722 235 732
latest 	239 722 271 733
information 	275 722 342 733
about 	346 722 381 733
developments	385 722 469 733
related 	49 733 92 743
to 	93 733 107 743
Form 	111 733 141 743
W	144 733 158 743
-	158 733 163 743
9 	162 733 170 743
and 	174 733 197 743
its 	201 733 215 743
instructions	218 733 287 743
, 	289 733 291 743
such 	295 733 324 743
as 	327 733 342 743
legislation 	346 733 405 743
enacted	409 733 458 744
after 	49 744 77 754
they 	80 744 107 754
were 	110 744 139 754
published	143 744 201 754
, 	202 744 204 754
go 	209 744 224 754
to 	227 744 240 754
www.irs.gov/FormW9	243 744 374 754
.	372 744 377 754
Purpose 	50 761 129 774
of 	136 761 155 774
Form	161 761 209 774
An 	45 780 68 790
individual 	69 780 125 790
or 	129 780 142 790
entity 	145 780 179 790
(	182 780 186 790
Form 	186 780 216 790
W	220 780 233 790
-	234 780 237 790
9 	237 780 245 790
requester	250 780 306 791
) 	306 780 309 791
who 	313 780 339 791
is 	343 780 352 791
required 	357 780 405 791
to 	409 780 421 791
file 	425 780 442 791
an	446 780 461 791
information 	48 791 116 801
return 	121 791 155 801
with 	160 791 184 801
the 	189 791 207 801
IRS 	210 791 232 801
must 	237 791 266 801
obtain 	270 791 306 801
your 	310 791 337 801
correct 	341 791 383 802
taxpayer	387 791 439 802
identification 	49 801 126 812
number 	130 801 176 812
(	180 801 187 812
TIN	182 801 203 812
) 	203 801 207 812
which 	211 801 245 812
may 	251 801 276 812
be 	279 801 293 812
your 	297 801 324 812
social 	328 801 362 812
security 	367 801 414 812
number	417 802 464 812
(	46 811 54 822
SSN	52 811 79 822
)	79 811 83 822
, 	83 811 87 822
individual 	92 811 147 822
taxpayer 	151 811 203 822
identification 	208 812 283 823
number 	288 812 333 822
(	336 812 340 822
ITIN	341 812 364 823
)	364 812 368 823
, 	369 812 372 823
adoption	375 812 428 823
taxpayer 	48 822 101 833
identification 	104 822 181 833
number 	186 822 232 833
(	234 822 239 833
ATIN	237 822 267 833
)	268 823 271 833
, 	272 823 274 833
or 	279 823 291 833
employer 	295 823 350 833
identification 	354 823 430 833
number	435 823 481 833
(	48 833 53 844
EIN	52 833 73 844
)	73 833 77 844
, 	77 833 80 844
to 	85 833 96 844
report 	102 833 136 844
on 	140 833 155 844
an 	159 833 174 844
information 	178 833 245 844
return 	250 833 284 844
the 	288 833 306 844
amount 	311 833 356 844
paid 	360 833 385 844
to 	389 833 402 844
you	405 833 427 844
, 	428 833 430 844
or 	434 833 447 844
other	451 833 483 844
amount 	47 844 96 854
reportable 	99 844 160 854
on 	163 844 179 854
an 	182 844 197 854
information 	201 844 268 854
return	272 844 307 854
. 	308 844 310 854
Examples 	314 844 373 854
of 	377 844 390 854
information	393 844 460 854
returns 	49 854 91 865
include	95 854 138 865
, 	139 854 142 865
but 	145 854 165 865
are 	168 854 187 865
not 	192 854 211 865
limited 	215 854 254 865
to	258 855 270 865
, 	271 855 273 865
the 	278 855 296 865
following	299 855 354 865
.	354 855 357 865
• 	49 869 56 879
Form 	60 869 89 879
1099	96 869 124 879
-	125 869 129 879
INT 	127 869 151 879
(	154 869 157 879
interest 	158 869 202 879
earned 	205 869 248 879
or 	251 869 263 880
paid	267 869 292 880
)	292 869 296 880
Cat	378 901 402 907
. 	399 901 402 907
No. 	403 901 422 907
10231X	424 901 467 907
Date►	638 659 678 664
06/11/2018	715 652 872 672
• 	521 678 529 689
Form 	533 678 562 689
1099	568 678 597 689
-	597 678 602 689
DIV 	602 678 625 689
(	627 678 631 689
dividends	631 678 688 689
, 	689 678 692 689
including 	696 678 750 689
those 	754 678 787 689
from 	791 678 818 689
stocks 	822 678 861 689
or 	866 678 878 689
mutual	881 678 922 689
funds	519 688 555 698
)	549 688 558 698
• 	521 703 528 713
Form 	533 703 562 713
1099	568 703 596 713
-	597 703 602 713
MISC 	602 703 635 713
(	639 703 643 713
various 	643 703 685 713
types 	690 703 722 713
of 	726 703 738 713
income	743 703 785 713
, 	786 703 789 713
prizes	794 703 828 713
, 	830 703 832 713
awards	837 703 880 713
, 	881 703 883 713
or 	888 703 900 713
gross	904 703 936 713
proceeds	519 713 578 722
)	573 713 580 722
• 	520 727 528 737
Form 	532 727 562 737
1099	566 727 596 737
-	597 727 602 737
B 	602 727 612 737
(	614 727 618 737
stock 	618 727 651 737
or 	654 727 668 737
mutual 	671 727 710 737
fund 	715 727 742 737
sales 	745 727 776 737
and 	781 727 803 737
certain 	807 727 847 737
other	851 727 882 737
transactions 	520 737 594 749
by 	599 738 613 748
brokers	617 738 662 749
)	660 738 665 749
• 	519 752 530 762
Form 	531 752 562 762
1099	566 752 597 762
-	597 752 601 762
S 	601 752 610 762
(	613 752 617 762
proceeds 	618 752 674 762
from 	678 752 704 762
real 	709 752 730 762
estate 	735 752 772 762
transactions	775 752 849 762
)	846 753 851 762
• 	519 766 528 777
Form 	531 766 562 777
1099	568 766 596 777
-	597 766 602 777
K 	602 766 612 777
(	613 766 617 777
merchant 	619 766 674 777
card 	678 766 704 777
and 	708 766 731 777
third 	735 766 762 777
party 	766 766 797 777
network 	800 766 849 777
transactions	851 766 926 777
)	924 767 929 777
• 	519 781 529 791
Form 	531 781 562 791
1098 	567 781 596 791
(	600 781 604 791
home 	603 781 637 791
mortgage 	642 781 698 791
interest	703 781 747 791
)	746 781 750 791
, 	751 781 754 791
1098	759 781 788 792
-	788 781 792 792
E 	793 781 802 792
(	804 781 807 792
student 	808 781 853 792
loan 	857 781 882 792
interest	886 781 931 792
)	930 781 934 792
,	935 781 938 792
1098	517 791 552 802
-	551 791 555 802
T 	555 791 566 802
(	565 791 571 802
tuition	570 791 608 802
)	606 791 610 802
• 	519 805 528 816
Form 	531 805 562 816
1099	566 805 596 816
-	597 805 601 816
C 	601 805 611 816
(	613 805 618 816
canceled 	618 805 672 816
debt	675 805 704 816
)	703 805 707 816
• 	519 819 530 830
Form 	530 819 562 830
1099	565 819 594 830
-	595 819 600 830
A 	599 819 609 830
(	611 819 615 830
acquisition 	615 819 678 830
or 	682 819 695 830
abandonment 	698 819 779 830
of 	784 819 795 830
secured 	798 819 845 830
property	850 819 900 831
)	898 820 903 831
Use 	531 833 559 844
Form 	562 833 592 844
W	596 833 609 844
-	609 833 613 844
9 	613 833 622 844
only 	625 833 651 844
if 	654 833 662 844
you 	663 833 686 844
are 	690 833 709 844
a 	712 833 720 844
U.S. 	724 833 748 844
person 	753 833 794 844
(	798 833 802 844
including 	801 833 856 844
a 	859 833 867 844
resident	871 833 919 844
alien	519 844 550 854
)	547 844 550 854
, 	552 844 555 854
to 	559 844 571 854
provide 	574 844 620 854
your 	623 844 650 854
correct 	654 844 696 854
TIN	698 844 720 854
.	720 844 723 854
If 	533 859 543 870
you 	543 859 566 870
do 	568 859 586 870
not 	589 859 609 870
return 	613 859 647 870
Form 	651 859 682 870
W	687 859 700 870
-	700 859 704 870
9 	703 859 712 870
to 	716 859 728 870
the 	731 859 750 870
requester 	754 859 812 870
with 	814 859 838 870
a 	843 859 850 870
TIN	854 859 874 870
, 	875 859 878 870
you 	881 859 903 870
might	907 859 942 870
be 	519 869 535 880
subject 	538 869 582 880
to 	587 869 597 880
backup 	602 869 646 880
withholding	650 869 719 880
. 	719 869 722 880
See 	726 869 750 880
What 	753 869 784 880
is 	788 869 798 880
backup 	801 869 847 881
withholding	850 870 920 881
,	919 870 925 881
later	519 881 547 887
.	545 881 549 887
Form 	813 899 839 909
W	841 899 859 909
-	859 899 865 909
9 	864 899 875 909
(	878 899 882 909
Rev. 	882 899 904 909
10-2018	907 899 953 909
)	951 899 955 909

Form	49 62 78 68
W	87 47 129 68
-	120 47 138 68
9	134 47 162 68
Request 	396 46 481 62
for 	489 46 517 61
Taxpayer	524 46 621 61
Identification 	302 63 440 78
Number 	449 63 530 77
and 	537 63 576 77
Certification	583 63 713 77
(	48 74 55 82
Rev. 	53 73 77 82
October 	79 73 124 82
2018	125 73 154 82
)	151 73 156 82
Give 	826 52 860 62
Form 	865 52 901 61
to 	905 52 921 61
the	925 52 948 61
requester	829 66 897 76
. 	898 66 900 75
Do 	906 66 928 75
not	929 66 956 75
send 	829 79 864 87
to 	867 79 882 87
the 	886 79 909 87
IRS	914 79 940 87
.	939 79 942 87
Go 	286 89 306 100
to 	309 89 324 99
www.irs.gov/FormW9 	324 89 466 99
for 	469 89 488 99
instructions 	491 89 569 99
and 	572 89 596 99
the 	600 89 621 99
latest 	625 89 660 99
information	664 89 739 99
.	739 89 742 99
Department 	48 83 109 92
of 	110 83 122 92
the 	122 83 140 92
Treasury	139 83 185 92
Internal 	49 92 85 99
Revenue 	89 92 132 99
Service	135 92 171 99
1 	90 104 104 113
Name 	104 103 140 113
(	140 103 146 113
as 	145 103 157 113
shown 	160 103 195 113
on 	199 103 211 113
your 	215 103 239 113
income 	242 103 281 113
tax 	284 103 302 113
retum	304 103 334 113
)	334 103 339 113
. 	339 103 342 113
Name 	344 103 377 113
is 	380 103 389 113
required 	392 103 436 113
on 	439 103 452 113
this 	455 103 474 113
line	476 103 496 113
; 	496 103 499 113
do 	502 103 516 113
not 	519 103 537 113
leave 	540 103 568 113
this 	570 103 590 113
line 	592 103 612 113
blank	613 103 644 113
.	643 103 646 113
Charlotte 	92 120 161 129
Winn	164 120 201 128
2 	92 133 104 142
Business 	104 133 156 142
name	159 133 189 142
/	186 133 194 142
disregarded 	193 133 256 142
entity 	259 133 289 142
name	292 133 321 142
, 	321 133 324 142
if 	327 133 334 142
different 	337 133 381 142
from 	383 133 409 142
above	412 133 446 142
3 	93 161 102 173
Check 	107 161 143 173
appropriate 	146 161 207 173
box 	210 161 230 173
for 	233 161 248 173
federal 	251 161 287 173
tax 	290 161 307 173
classification 	310 161 378 173
of 	381 161 393 173
the 	395 161 413 173
person 	416 161 452 173
whose 	456 161 491 173
name 	494 161 523 173
is 	528 161 535 173
entered 	539 161 578 173
on 	582 161 594 173
line 	599 161 617 173
1. 	622 161 629 173
Check 	633 161 668 173
only 	671 161 693 173
one 	696 161 718 173
of 	720 161 731 173
the	734 161 751 173
following 	107 174 156 182
seven 	158 174 189 182
boxes	193 174 226 182
.	226 174 229 182
4 	767 161 776 173
Exemptions 	780 161 843 173
(	845 161 850 173
codes 	849 161 881 173
apply 	884 161 914 173
only 	916 161 939 173
to	940 161 955 173
certain 	767 170 803 179
entities	806 170 844 179
, 	844 170 846 179
not 	850 170 867 179
individuals	870 170 926 179
; 	926 170 929 179
see	933 170 951 179
instructions 	767 180 829 189
on 	831 180 845 189
page 	847 180 875 189
3	875 180 885 189
)	883 180 888 189
:	886 180 891 189
☐	101 193 116 203
Individual	123 195 174 204
/	174 195 180 204
sole 	179 195 200 204
proprietor 	204 195 256 204
or	259 195 270 204
C 	316 194 328 202
Corporation	327 193 395 201
☐	295 190 309 200
☐	418 190 433 200
☐	539 189 554 199
S 	436 193 448 201
Corporation 	446 193 512 201
Partnership	561 192 624 201
☐	661 188 676 198
Trust	680 191 713 198
/	707 191 715 198
estate	713 191 747 198
Exempt 	765 203 807 214
payee 	809 203 840 213
code 	842 203 869 213
(	870 203 875 213
if 	874 203 881 213
any	883 203 903 213
)	900 203 906 213
☑	101 221 116 231
L	713 219 726 227
single	124 205 156 214
-	155 205 159 213
member 	160 205 204 213
LLC	207 205 229 213
Limited 	123 221 164 232
liability 	164 221 205 232
company	206 221 256 232
. 	254 221 258 232
Enter 	262 221 290 232
the 	293 221 310 232
tax 	313 221 330 232
classification 	333 221 401 232
(	406 221 409 232
C	408 221 417 232
=	417 221 423 232
C 	424 221 433 232
corporation	436 221 496 232
, 	497 221 500 232
S	502 221 512 232
=	511 221 518 232
S 	518 221 527 232
corporation	529 221 590 232
, 	591 221 593 232
P	597 221 605 232
