Form	75 73 104 79
resident 	89 447 132 456
alien	135 447 160 456
, 	161 447 164 456
sole 	167 447 190 456
proprietor	193 447 248 456
, 	248 447 250 456
or 	255 447 266 456
disregarded 	269 447 334 456
entity	339 447 368 456
, 	370 447 371 456
see 	375 447 395 456
the 	398 447 416 456
instructions 	419 447 483 456
for 	486 447 501 456
Part 	505 447 527 456
I	530 447 534 456
, 	535 447 537 456
later	541 447 565 456
. 	565 447 568 456
For 	571 447 590 456
other	593 447 622 456
entities	86 456 129 466
, 	127 456 130 466
it 	135 456 141 466
is 	144 456 153 466
your 	155 456 181 466
employer 	183 456 235 466
identification 	239 456 308 466
number 	312 456 355 466
(	357 456 361 466
EIN	361 456 380 466
)	380 456 383 466
. 	384 456 387 466
If 	389 456 398 466
you 	400 456 420 466
do 	424 456 439 466
not 	442 456 460 466
have 	464 456 490 466
a 	493 456 499 466
number	503 456 546 466
, 	546 456 547 466
see 	552 456 571 466
How 	574 456 600 466
to 	604 456 615 466
get 	617 456 635 466
a	638 456 645 466
TIN	88 467 108 475
, 	105 467 109 474
later	114 467 138 474
.	138 467 140 474
Social 	680 427 712 435
security 	716 427 757 435
number	760 427 799 435
or	675 469 691 474
Note	86 480 117 488
: 	116 480 120 488
If 	123 480 131 488
the 	133 480 151 488
account 	154 480 199 488
is 	202 480 211 488
in 	214 480 224 488
more 	227 480 256 488
than 	259 480 283 488
one 	287 480 307 488
name	311 480 341 488
, 	342 480 343 488
see 	348 480 367 488
the 	371 480 389 488
instructions 	392 480 456 488
for 	459 480 474 488
line 	477 480 496 488
1. 	500 480 509 488
Also 	512 480 537 488
see 	541 480 560 488
What 	562 480 591 488
Name 	594 480 628 488
and	630 480 651 488
Number 	86 489 133 498
To 	136 489 149 498
Give 	152 489 177 498
the 	182 489 198 498
Requester 	202 489 259 498
for 	262 489 277 498
guidelines 	280 489 335 498
on 	339 489 352 498
whose 	356 489 393 498
number 	396 489 439 498
to 	441 489 453 498
enter	456 489 484 498
.	484 489 486 498
Employer 	679 478 731 486
identification 	734 478 800 486
number	804 478 843 486
37	681 501 714 508
0379039	747 500 891 509
Part 	93 518 133 526
II	129 518 137 526
Certification	173 519 263 526
Under 	88 532 123 541
penalties 	126 532 176 541
of 	179 532 191 541
perjury	193 532 231 541
, 	232 532 234 541
I 	238 532 242 541
certify 	245 532 279 541
that	281 532 303 541
:	303 532 306 541
1. 	88 545 98 555
The 	101 545 124 555
number 	127 545 169 555
shown 	173 545 208 555
on 	212 545 226 555
this 	229 545 249 555
form 	252 545 277 555
is 	281 545 290 555
my 	294 545 311 555
correct 	313 545 353 555
taxpayer 	356 545 404 555
identification 	407 545 477 555
number 	481 545 524 555
(	527 545 530 555
or 	530 545 541 555
I 	544 545 547 555
am 	551 545 568 555
waiting 	571 545 610 555
for 	615 545 629 555
a 	632 545 639 555
number 	643 545 685 555
to 	688 545 699 555
be 	703 545 717 555
issued 	720 545 756 555
to 	760 545 770 555
me	774 545 791 555
)	790 545 794 555
; 	795 545 797 555
and	801 545 822 555
2. 	88 556 99 565
I 	102 556 107 565
am 	109 556 127 565
not 	130 556 148 565
subject 	151 556 191 565
to 	195 556 206 565
backup 	209 556 250 565
withholding 	254 556 317 565
because	320 556 368 565
: 	366 556 370 565
(	372 556 377 565
a	377 556 386 565
) 	383 556 386 565
I 	390 556 393 565
am 	397 556 414 565
exempt 	418 556 459 565
from 	462 556 487 565
backup 	491 556 532 565
withholding	536 556 599 565
, 	600 556 602 565
or 	606 556 618 565
(	620 556 624 565
b	624 556 631 565
) 	630 556 634 565
I 	638 556 640 565
have 	644 556 671 565
not 	675 556 693 565
been 	696 556 723 565
notified 	727 556 767 565
by 	771 556 785 565
the 	788 556 805 565
Internal 	807 556 848 565
Revenue	854 556 901 565
Service 	104 566 144 575
(	146 566 151 575
IRS	151 566 170 575
) 	170 566 173 575
that 	177 566 198 575
I 	202 566 205 575
am 	208 566 226 575
subject 	229 566 269 575
to 	272 566 283 575
backup 	287 566 327 575
withholding 	331 566 394 575
as 	398 566 411 575
a 	414 566 421 575
result 	425 566 455 575
of 	459 566 469 575
a 	472 566 478 575
failure 	482 566 515 575
to 	519 566 530 575
report 	534 566 566 575
all 	569 566 582 575
interest 	585 566 627 575
or 	630 566 641 575
dividends	644 566 697 575
, 	698 566 700 575
or 	704 566 716 575
(	719 566 722 575
c	723 566 730 575
) 	728 566 731 575
the 	736 566 753 575
IRS 	756 566 776 575
has 	779 566 799 575
notified 	803 566 843 575
me 	848 566 864 575
that 	867 566 889 575
I 	893 566 895 575
am	900 566 917 575
no 	104 575 117 584
longer 	121 575 155 584
subject 	159 575 199 584
to 	202 575 213 584
backup 	217 575 258 584
withholding	261 575 324 584
; 	325 575 327 584
and	331 575 352 584
3. 	88 589 99 598
I 	102 589 106 598
am 	110 589 127 598
a 	130 589 137 598
U.S. 	140 589 162 598
citizen 	168 589 202 598
or 	207 589 218 598
other 	221 589 249 598
U.S. 	254 589 276 598
person 	280 589 317 598
(	320 589 324 598
defined 	325 589 366 598
below	370 589 402 598
)	401 589 405 598
; 	406 589 408 598
and	412 589 433 598
4. 	88 602 99 611
The 	102 602 124 611
FATCA 	128 602 167 611
code	170 602 198 611
(	196 602 201 611
s	201 602 208 611
) 	207 602 211 611
entered 	212 602 256 611
on 	259 602 273 611
this 	276 602 296 611
form 	299 602 325 611
(	327 602 331 611
if 	328 602 339 611
any	341 602 361 611
) 	360 602 364 611
indicating 	368 602 420 611
that 	424 602 446 611
I 	449 602 451 611
am 	456 602 472 611
exempt 	475 602 518 611
from 	521 602 546 611
FATCA 	550 602 590 611
reporting 	592 602 642 611
is 	646 602 654 611
correct	657 602 697 611
.	696 602 700 611
Certification 	88 615 158 624
instructions	161 615 227 624
. 	229 615 231 624
You 	233 615 254 624
must 	258 615 284 624
cross 	287 615 316 624
out 	319 615 336 624
item 	339 615 362 624
2 	365 615 372 624
above 	375 615 407 624
if 	410 615 417 624
you 	419 615 439 624
have 	442 615 468 624
been 	469 615 497 624
notified 	499 615 538 624
by 	541 615 555 624
the 	558 615 574 624
IRS 	578 615 596 624
that 	599 615 619 624
you 	622 615 641 624
are 	644 615 662 624
currently 	665 615 710 624
subject 	714 615 751 624
to 	756 615 766 624
backup 	769 615 808 624
withholding 	811 615 871 624
because	874 615 921 624
you 	89 625 109 634
have 	112 625 138 634
failed 	140 625 169 634
to 	172 625 182 634
report 	186 625 217 634
all 	220 625 231 634
interest 	234 625 274 634
and 	277 625 297 634
dividends 	299 625 350 634
on 	354 625 367 634
your 	370 625 394 634
tax 	397 625 413 634
return	417 625 446 634
. 	447 625 450 634
For 	453 625 471 634
real 	474 625 492 634
estate 	496 625 528 634
transactions	531 625 596 634
, 	596 625 598 634
item 	602 625 624 634
2 	627 625 634 634
does 	637 625 663 634
not 	667 625 684 634
apply	687 625 716 634
. 	715 625 718 634
For 	722 625 740 634
mortgage 	744 625 792 634
interest 	796 625 835 634
paid	838 625 861 634
,	861 625 864 634
acquisition 	89 634 146 644
or 	149 634 160 643
abandonment 	163 634 236 643
of 	239 634 250 643
secured 	252 634 296 643
property	298 634 343 643
, 	342 634 344 643
cancellation 	349 634 411 643
of 	415 634 425 643
debt	428 634 452 643
, 	453 634 455 643
contributions 	459 634 527 643
to 	531 634 540 643
an 	544 634 556 643
individual 	559 634 608 643
retirement 	613 634 666 643
arrangement 	669 634 736 643
(	738 634 742 643
IRA	742 634 762 643
)	761 634 765 643
, 	765 634 766 643
and 	770 634 790 643
generally	793 634 841 643
, 	841 634 843 643
payments	847 634 899 643
other 	89 645 118 653
than 	120 645 143 653
interest 	148 645 185 653
and 	189 645 208 653
dividends	212 645 262 653
, 	262 645 265 653
you 	268 645 287 653
are 	291 645 308 653
not 	311 645 327 653
required 	332 645 374 653
to 	378 645 388 653
sign 	392 645 413 653
the 	416 645 433 653
certification	436 645 497 653
, 	497 645 500 653
but 	504 645 521 653
you 	524 645 543 653
must 	547 645 572 653
provide 	575 645 615 653
your 	618 645 641 653
correct 	644 645 681 653
TIN	684 645 703 653
. 	704 645 706 653
See 	709 645 730 653
the 	734 645 750 653
instructions 	753 645 814 653
for 	817 645 831 653
Part 	835 645 856 653
II	859 645 864 653
, 	866 645 867 653
later	869 645 895 653
.	895 645 897 653
Sign	88 661 125 671
Here	89 672 127 679
Signature 	152 666 207 673
of	206 666 219 673
U.S. 	153 675 176 682
person 	179 675 218 682
►	216 675 226 682
Ay 	250 655 364 690
Fech	363 655 461 690
Date 	630 676 663 681
►	656 676 667 681
09/03/2020	683 666 841 682
General 	90 693 168 705
Instructions	177 693 298 704
Section 	91 712 132 720
references 	136 712 193 719
are 	197 712 214 719
to 	217 712 229 719
the 	232 712 249 719
Internal 	253 712 293 719
Revenue 	298 712 345 719
Code 	349 712 378 719
unless 	382 712 417 719
otherwise	421 712 474 719
noted	90 723 123 730
.	122 723 125 729
Future 	90 736 132 744
developments	132 736 215 744
. 	216 736 218 744
For 	222 736 240 744
the 	244 736 262 744
latest 	264 736 295 744
information 	298 736 360 744
about 	364 736 396 744
developments	397 736 476 744
related 	91 745 129 754
to 	132 745 143 753
Form 	146 745 174 753
W	178 745 190 753
-	190 745 194 753
9 	195 745 202 753
and 	205 745 226 753
its 	230 745 242 753
instructions	246 745 309 753
, 	309 745 312 753
such 	316 745 343 753
as 	346 745 359 753
legislation 	363 745 417 753
enacted	421 745 465 753
after 	90 755 116 764
they 	119 755 143 764
were 	145 755 173 764
published	176 755 230 764
, 	230 755 233 764
go 	237 755 251 764
to 	254 755 265 764
www.irs.gov/FormW9	269 755 388 764
.	387 755 391 764
Purpose 	91 772 164 784
of 	171 772 187 784
Form	194 772 238 784
An 	90 788 111 798
individual 	109 788 161 798
or 	165 788 177 798
entity 	180 788 211 798
(	212 788 217 798
Form 	216 788 245 798
W	249 788 261 798
-	261 788 265 798
9 	264 788 271 798
requester	276 788 328 798
) 	327 788 330 798
who 	334 788 358 798
is 	362 788 370 798
required 	374 788 419 798
to 	422 788 434 798
file 	437 788 453 798
an	456 788 469 798
information 	91 799 153 807
return 	158 799 189 807
with 	193 799 215 807
the 	219 799 236 807
IRS 	240 799 259 807
must 	264 799 290 807
obtain 	294 799 328 807
your 	331 799 356 807
correct 	360 799 398 807
taxpayer	401 799 450 807
identification 	91 808 162 817
number 	166 808 208 817
(	211 808 217 817
TIN	214 808 232 817
) 	232 808 235 817
which 	239 808 273 817
may 	276 808 299 817
be 	300 808 316 817
your 	319 808 345 817
social 	348 808 379 817
security 	383 808 427 817
number	430 808 472 817
(	91 817 95 827
SSN	95 817 119 827
)	118 817 123 827
, 	123 817 126 827
individual 	129 817 180 827
taxpayer 	186 817 233 827
identification 	236 817 306 827
number 	311 817 353 827
(	355 817 359 827
ITIN	358 817 380 827
)	381 817 384 827
, 	386 817 388 827
adoption	392 817 440 827
taxpayer 	91 828 140 837
identification 	143 828 214 837
number 	217 828 259 837
(	262 828 266 837
ATIN	265 828 292 837
)	293 828 296 837
, 	296 828 299 837
or 	303 828 314 837
employer 	317 828 370 837
identification 	372 828 443 837
number	446 828 489 837
(	90 838 95 846
EIN	95 838 114 846
)	114 838 118 846
, 	118 838 120 846
to 	125 838 136 846
report 	139 838 173 846
on 	176 838 189 846
an 	193 838 207 846
information 	210 838 272 846
return 	276 838 308 846
the 	312 838 328 846
amount 	332 838 374 846
paid 	377 838 402 846
to 	403 838 416 846
you	419 838 439 846
, 	440 838 442 846
or 	447 838 458 846
other	461 838 490 846
amount 	91 847 136 856
reportable 	137 847 193 856
on 	198 847 211 856
an 	214 847 228 856
information 	231 847 293 856
return	298 847 328 856
. 	330 847 332 856
Examples 	335 847 390 856
of 	393 847 405 856
information	408 847 469 856
returns 	92 857 130 865
include	135 857 174 865
, 	174 857 176 865
but 	181 857 199 865
are 	202 857 220 865
not 	223 857 241 865
limited 	245 857 281 865
to	284 857 296 865
, 	296 857 298 865
the 	302 857 320 865
following	320 857 372 865
.	372 857 375 865
• 	92 870 98 879
Form 	103 870 130 879
1099	135 870 161 879
-	162 870 165 879
INT 	167 870 186 879
(	188 870 191 879
interest 	190 870 233 879
earned 	237 870 275 879
or 	279 870 289 879
paid	292 870 317 879
)	315 870 319 879
Cat	396 899 418 905
. 	415 899 417 905
No. 	419 899 436 905
10231X	439 899 477 905
• 	523 693 530 703
Form 	533 693 560 702
1099	565 693 591 702
-	591 693 596 702
DIV 	596 693 616 702
(	619 693 623 702
dividends	623 693 676 702
, 	676 693 679 702
including 	683 693 732 702
those 	737 693 766 702
from 	770 693 795 702
stocks 	798 693 835 702
or 	839 693 850 702
mutual	854 693 890 702
funds	521 703 555 712
)	549 703 557 712
• 	524 716 530 726
Form 	534 716 561 726
1099	566 716 592 726
-	593 716 597 726
MISC 	597 716 628 726
(	631 716 634 726
various 	635 716 674 726
types 	678 716 709 726
of 	712 716 723 726
income	726 716 766 726
, 	767 716 769 726
prizes	774 716 806 726
, 	807 716 809 726
awards	813 716 853 726
, 	854 716 856 726
or 	861 716 872 726
gross	875 716 906 726
proceeds	522 726 574 735
)	572 726 578 735
• 	523 739 530 748
Form 	534 739 561 748
1099	566 739 593 748
-	593 739 597 748
B 	597 739 606 748
(	609 739 612 748
stock 	613 739 643 748
or 	646 739 658 748
mutual 	662 739 697 748
fund 	701 739 726 748
sales 	730 739 758 748
and 	762 739 782 748
certain 	786 739 823 748
other	828 739 855 748
transactions 	524 748 590 758
by 	594 748 609 758
brokers	612 748 653 758
)	651 748 656 758
• 	524 762 531 771
Form 	534 762 562 771
1099	566 762 593 771
-	594 762 598 771
S 	597 762 606 771
(	609 762 612 771
proceeds 	613 762 664 771
from 	668 762 693 771
real 	697 762 717 771
estate 	720 762 753 771
transactions	757 762 825 771
)	823 762 828 771
• 	524 775 531 784
Form 	533 775 562 784
1099	565 775 593 784
-	594 775 598 784
K 	598 775 607 784
(	609 775 612 784
merchant 	613 775 665 784
card 	668 775 694 784
and 	697 775 718 784
third 	721 775 746 784
party 	749 775 778 784
network 	781 775 825 784
transactions	828 775 896 784
)	896 775 900 784
• 	524 788 531 797
Form 	535 788 562 797
1098 	567 788 593 797
(	596 788 600 797
home 	600 788 631 797
mortgage 	635 788 688 797
interest	691 788 732 797
)	731 788 735 797
, 	736 788 738 797
1098	742 788 769 797
-	770 788 774 797
E 	775 788 782 797
(	785 788 788 797
student 	789 788 830 797
loan 	833 788 857 797
interest	860 788 901 797
)	901 788 904 797
,	905 788 908 797
1098	522 798 552 807
-	552 798 556 807
T 	556 798 565 807
(	565 798 569 807
tuition	569 798 604 807
)	603 798 606 807
• 	524 811 531 820
Form 	534 811 562 820
1099	566 811 593 820
-	594 811 597 820
C 	597 811 607 820
(	610 811 613 820
canceled 	614 811 663 820
debt	667 811 693 820
)	692 811 696 820
• 	524 824 531 833
Form 	534 824 562 833
1099	566 824 593 833
-	593 824 597 833
A 	596 824 606 833
(	607 824 610 833
acquisition 	611 824 670 833
or 	674 824 685 833
abandonment 	688 824 763 833
of 	766 824 777 833
secured 	779 824 824 833
property	827 824 872 833
)	870 824 874 833
Use 	535 837 563 846
Form 	563 837 591 846
W	593 837 606 846
-	606 837 610 846
9 	610 837 618 846
only 	621 837 644 846
if 	647 837 653 846
you 	656 837 677 846
are 	681 837 697 846
a 	701 837 708 846
U.S. 	712 837 734 846
person 	739 837 776 846
(	779 837 783 846
including 	782 837 832 846
a 	837 837 844 846
resident	848 837 891 846
alien	524 847 552 856
)	548 847 552 856
, 	554 847 557 856
to 	560 847 571 856
provide 	574 847 616 856
your 	619 847 644 856
correct 	647 847 687 856
TIN	689 847 708 856
.	709 847 711 856
If 	537 860 545 869
you 	546 860 567 869
do 	569 860 585 869
not 	588 860 606 869
return 	609 860 642 869
Form 	645 860 674 869
W	678 860 690 869
-	688 860 694 869
9 	694 860 701 869
to 	703 860 715 869
the 	720 860 737 869
requester 	741 860 792 869
with 	795 860 817 869
a 	821 860 828 869
TIN	832 860 850 869
, 	850 860 852 869
you 	856 860 877 869
might	881 860 913 869
be 	524 870 539 879
subject 	541 870 582 879
to 	585 870 596 879
backup 	600 870 640 879
withholding	644 870 708 879
. 	708 870 711 879
See 	714 870 736 879
What 	738 870 768 879
is 	772 870 781 879
backup 	784 870 825 879
withholding	829 870 891 879
,	893 870 895 879
later	524 879 550 886
.	548 879 552 886
Form 	795 896 819 905
W	821 896 837 905
-	837 896 842 905
9 	843 896 852 905
(	854 896 857 905
Rev. 	859 896 879 905
10-2018	882 896 925 905
)	923 896 926 905

Form	49 62 78 68
W	87 47 129 68
-	120 47 138 68
9	134 47 162 68
Request 	396 46 481 62
for 	489 46 517 61
Taxpayer	524 46 621 61
Identification 	302 63 440 78
Number 	449 63 530 77
and 	537 63 576 77
Certification	583 63 713 77
(	48 74 55 82
Rev. 	53 73 77 82
October 	79 73 124 82
2018	125 73 154 82
)	151 73 156 82
Give 	826 52 860 62
Form 	865 52 901 61
to 	905 52 921 61
the	925 52 948 61
requester	829 66 897 76
. 	898 66 900 75
Do 	906 66 928 75
not	929 66 956 75
send 	829 79 864 87
to 	867 79 882 87
the 	886 79 909 87
IRS	914 79 940 87
.	939 79 942 87
Go 	286 89 306 100
to 	309 89 324 99
www.irs.gov/FormW9 	324 89 466 99
for 	469 89 488 99
instructions 	491 89 569 99
and 	572 89 596 99
the 	600 89 621 99
latest 	625 89 660 99
information	664 89 739 99
.	739 89 742 99
Department 	48 83 109 92
of 	110 83 122 92
the 	122 83 140 92
Treasury	139 83 185 92
Internal 	49 92 85 99
Revenue 	89 92 132 99
Service	135 92 171 99
1 	90 104 104 113
Name 	104 103 140 113
(	140 103 146 113
as 	145 103 157 113
shown 	160 103 195 113
on 	199 103 211 113
your 	215 103 239 113
income 	242 103 281 113
tax 	284 103 302 113
retum	304 103 334 113
)	334 103 339 113
. 	339 103 342 113
Name 	344 103 377 113
is 	380 103 389 113
required 	392 103 436 113
on 	439 103 452 113
this 	455 103 474 113
line	476 103 496 113
; 	496 103 499 113
do 	502 103 516 113
not 	519 103 537 113
leave 	540 103 568 113
this 	570 103 590 113
line 	592 103 612 113
blank	613 103 644 113
.	643 103 646 113
Charlotte 	92 120 161 129
Winn	164 120 201 128
2 	92 133 104 142
Business 	104 133 156 142
name	159 133 189 142
/	186 133 194 142
disregarded 	193 133 256 142
entity 	259 133 289 142
name	292 133 321 142
, 	321 133 324 142
if 	327 133 334 142
different 	337 133 381 142
from 	383 133 409 142
above	412 133 446 142
3 	93 161 102 173
Check 	107 161 143 173
appropriate 	146 161 207 173
box 	210 161 230 173
for 	233 161 248 173
federal 	251 161 287 173
tax 	290 161 307 173
classification 	310 161 378 173
of 	381 161 393 173
the 	395 161 413 173
person 	416 161 452 173
whose 	456 161 491 173
name 	494 161 523 173
is 	528 161 535 173
entered 	539 161 578 173
on 	582 161 594 173
line 	599 161 617 173
1. 	622 161 629 173
Check 	633 161 668 173
only 	671 161 693 173
one 	696 161 718 173
of 	720 161 731 173
the	734 161 751 173
following 	107 174 156 182
seven 	158 174 189 182
boxes	193 174 226 182
.	226 174 229 182
4 	767 161 776 173
Exemptions 	780 161 843 173
(	845 161 850 173
codes 	849 161 881 173
apply 	884 161 914 173
only 	916 161 939 173
to	940 161 955 173
certain 	767 170 803 179
entities	806 170 844 179
, 	844 170 846 179
not 	850 170 867 179
individuals	870 170 926 179
; 	926 170 929 179
see	933 170 951 179
instructions 	767 180 829 189
on 	831 180 845 189
page 	847 180 875 189
3	875 180 885 189
)	883 180 888 189
:	886 180 891 189
☐	101 193 116 203
Individual	123 195 174 204
/	174 195 180 204
sole 	179 195 200 204
proprietor 	204 195 256 204
or	259 195 270 204
C 	316 194 328 202
Corporation	327 193 395 201
☐	295 190 309 200
☐	418 190 433 200
☐	539 189 554 199
S 	436 193 448 201
Corporation 	446 193 512 201
Partnership	561 192 624 201
☐	661 188 676 198
Trust	680 191 713 198
/	707 191 715 198
estate	713 191 747 198
Exempt 	765 203 807 214
payee 	809 203 840 213
code 	842 203 869 213
(	870 203 875 213
if 	874 203 881 213
any	883 203 903 213
)	900 203 906 213
☑	101 221 116 231
L	713 219 726 227
single	124 205 156 214
-	155 205 159 213
member 	160 205 204 213
LLC	207 205 229 213
Limited 	123 221 164 232
liability 	164 221 205 232
company	206 221 256 232
. 	254 221 258 232
Enter 	262 221 290 232
the 	293 221 310 232
tax 	313 221 330 232
classification 	333 221 401 232
(	406 221 409 232
C	408 221 417 232
=	417 221 423 232
C 	424 221 433 232
corporation	436 221 496 232
, 	497 221 500 232
S	502 221 512 232
=	511 221 518 232
S 	518 221 527 232
corporation	529 221 590 232
, 	591 221 593 232
P	597 221 605 232
=	605 221 612 232
Partnership	612 221 673 232
)	673 221 677 232
Note	123 233 153 244
: 	149 233 155 244
Check 	157 233 193 244
the 	195 233 212 244
appropriate 	215 233 277 244
box 	280 233 301 244
in 	303 233 312 244
the 	315 233 333 244
line 	336 233 355 244
above 	357 233 391 244
for 	393 233 409 244
the 	411 233 428 244
tax 	431 233 448 244
classification 	451 233 519 244
of 	523 233 534 244
the 	536 233 553 244
single	556 233 587 244
-	588 233 592 244
member 	593 233 637 244
owner	640 233 673 244
. 	673 233 675 244
Do 	682 233 698 244
not 	700 233 718 244
check	720 233 754 244
LLC 	124 243 147 253
if 	149 243 156 253
the 	158 243 176 253
LLC 	179 243 201 253
is 	204 243 213 253
classified 	215 243 265 253
as 	268 243 281 253
a 	284 243 291 253
single	293 243 325 253
-	325 243 329 253
member 	331 243 374 253
LLC 	377 243 399 253
that 	402 243 423 253
is 	425 243 435 253
disregarded 	438 243 501 253
from 	504 243 529 253
the 	532 243 549 253
owner 	553 243 586 253
unless 	589 243 622 253
the 	625 243 643 253
owner 	646 243 679 253
of 	682 243 693 253
the 	696 243 712 253
LLC 	716 243 738 253
is	741 243 753 253
another 	124 253 165 263
LLC 	168 253 190 263
that 	193 253 214 263
is 	217 253 226 263
not 	229 253 248 263
disregarded 	251 253 314 263
from 	317 253 342 263
the 	345 253 362 263
owner 	365 253 399 263
for 	401 253 417 263
U.S. 	419 253 442 263
federal 	445 253 481 262
tax 	484 253 501 262
purposes	504 253 555 262
. 	555 253 558 262
Otherwise	560 253 615 262
, 	615 253 617 262
a 	621 253 628 262
single	631 253 662 262
-	659 253 666 262
member 	668 253 710 262
LLC 	715 253 737 262
that	739 253 760 262
Is 	121 263 133 273
disregarded 	135 263 201 273
from 	202 263 228 273
the 	231 263 248 273
owner 	251 263 284 273
should 	287 263 323 273
check 	325 263 359 273
the 	361 263 378 273
appropriate 	381 263 443 273
box 	446 263 467 273
for 	469 263 484 273
the 	487 263 504 273
tax 	507 263 524 273
classification 	527 262 596 272
of 	598 262 609 272
its 	612 262 625 272
owner	627 262 662 272
.	661 262 664 272
☐ 	101 277 116 288
Other 	122 278 155 287
(	157 278 162 287
see 	161 278 181 287
instructions	183 278 245 287
)	245 278 248 287
5 	92 290 105 299
Address 	104 289 153 299
(	154 289 160 299
number	159 289 199 299
, 	200 289 202 299
street	205 289 236 299
, 	236 289 239 299
and 	243 289 263 299
apt	265 289 283 299
. 	284 289 286 299
or 	289 289 301 299
suite 	303 289 330 299
no	333 289 346 299
.	345 289 348 299
) 	349 289 352 299
See 	355 289 377 299
Instructions	379 289 441 299
.	441 289 444 299
37 	92 306 111 317
Hatherley 	114 306 186 317
Street	188 306 233 317
6 	95 320 105 328
City	107 319 130 328
, 	130 319 133 328
state	136 319 163 328
, 	163 319 165 328
and 	168 319 189 328
ZIP 	192 319 211 328
code	213 319 240 328
Cheltenham	92 335 181 346
, 	182 335 185 346
Gloucestershire	190 335 306 345
, 	306 335 310 346
GL50 	313 334 353 345
2TT	356 334 387 345
7 	92 347 104 357
List 	106 347 127 357
account 	129 347 173 357
number	176 347 216 357
(	216 347 220 357
s	219 347 226 357
) 	224 347 228 357
here 	232 347 255 357
(	258 347 264 357
optional	262 347 303 357
)	304 347 308 357
Part 	60 378 99 386
I 	99 378 104 386
Taxpayer 	143 376 221 389
Identification 	225 376 330 389
Number 	336 375 401 389
(	405 375 414 388
TIN	409 375 438 388
)	435 375 443 388
016937380453EUR	461 362 596 370
Exemption 	767 233 822 244
from 	826 233 850 244
FATCA 	854 233 891 244
reporting	895 233 941 244
code 	767 247 797 256
(	796 247 803 256
if 	801 247 808 256
any	810 247 831 256
)	827 247 833 256
(	765 275 776 283
Applies 	766 275 798 282
to 	799 275 808 282
accounts 	808 275 844 282
maintained 	845 275 888 282
outside 	889 275 917 282
the 	918 275 931 282
U.S.	932 275 950 282
)	948 275 953 282
Requester's 	656 287 721 297
name 	724 287 754 297
and 	756 287 777 297
address 	779 287 822 297
(	825 287 830 297
optional	828 287 869 297
)	870 287 873 297
Enter 	51 391 84 402
your 	86 391 115 402
TIN 	117 391 139 402
in 	143 391 154 402
the 	157 391 177 402
appropriate 	180 391 251 402
box	255 391 278 402
. 	278 391 280 402
The 	284 391 307 402
TIN 	311 391 332 402
provided 	336 391 390 402
must 	395 390 424 402
match 	428 390 466 402
the 	469 390 489 402
name 	493 390 526 402
given 	530 390 562 402
on 	566 390 581 402
line 	586 390 606 402
1 	611 390 616 402
to 	621 390 634 402
avoid	637 390 671 402
backup 	51 402 98 413
withholding	99 402 171 413
. 	172 402 175 413
For 	179 402 199 413
individuals	202 402 267 413
, 	267 402 270 412
this 	274 402 296 412
is 	300 402 310 412
generally 	313 402 368 412
your 	371 401 399 412
social 	403 401 437 412
security 	441 401 490 412
number 	493 401 539 412
(	543 401 547 412
SSN	546 401 573 412
)	574 401 577 412
. 	578 401 581 412
However	585 401 638 412
, 	640 401 642 412
for 	646 401 663 412
a	666 401 674 412
resident 	52 413 101 424
allen	104 413 132 424
, 	133 413 136 424
sole 	140 413 165 424
proprietor	170 412 229 424
, 	230 412 232 423
or 	236 412 249 423
disregarded 	252 412 325 423
entity	328 412 363 423
, 	363 412 366 423
see 	370 412 392 423
the 	395 412 415 423
instructions 	418 412 489 423
for 	492 412 509 423
Part 	512 412 537 423
I	541 412 544 423
, 	546 412 549 423
later	553 412 580 423
. 	579 412 581 423
For 	587 412 607 423
other	610 412 642 423
entities	51 423 96 435
, 	96 423 98 434
it 	103 423 110 434
is 	114 423 124 434
your 	127 423 155 434
employer 	158 423 215 434
identification 	218 423 296 434
number 	301 423 346 434
(	350 423 354 434
EIN	354 423 375 434
)	375 423 378 433
. 	380 423 383 433
If 	387 423 395 433
you 	397 423 420 433
do 	424 423 440 433
not 	444 423 464 433
have 	467 423 496 433
a 	499 423 508 433
number	511 422 558 433
, 	558 422 560 433
see 	565 422 587 433
How 	590 422 619 433
to 	622 422 634 433
get 	637 422 657 433
a	660 422 669 433
TIN	52 435 74 444
, 	71 435 76 444
later	80 435 108 444
.	108 435 111 444
Note	50 447 83 459
: 	80 447 86 458
If 	91 447 99 458
the 	102 447 121 458
account 	124 447 174 458
is 	178 447 188 458
in 	192 447 202 458
more 	207 447 237 458
than 	240 447 267 458
one 	271 447 295 458
name	298 447 332 458
, 	332 447 335 458
see 	339 447 361 458
the 	364 447 384 458
instructions 	387 447 458 458
for 	462 447 478 458
line 	480 447 503 458
1. 	506 447 518 458
Also 	521 447 549 458
see 	552 447 574 458
What 	577 447 609 458
Name 	611 447 647 458
and	649 447 675 458
Number 	48 459 102 470
To 	104 459 120 470
Give 	122 459 152 470
the 	155 459 175 470
Requester 	179 459 242 470
for 	245 459 261 470
guidelines 	265 459 325 470
on 	330 459 345 470
whose 	348 459 389 470
number 	393 459 440 470
to 	443 459 455 470
enter	458 459 490 470
.	491 459 494 470
Part 	58 493 97 501
II	99 493 108 501
Certification	145 492 246 500
Under 	51 506 89 517
penalties 	93 506 149 517
of 	152 506 165 517
perjury	168 506 211 517
, 	210 506 213 517
I 	217 506 221 517
certify 	224 506 263 517
